번호,제품명,업소명,신고번호
40307,눈건강엔 루테인,우리바이오(주),20190009483675
40306,녹십초 뼈탄탄,(주)녹십초알로에,2004001701399
40305,Meta Calcium+Magnesium+Vitamin D(전량수출용),코스맥스엔비티(주),200700170352878
40304,17종 혼합유산균 3011,(주)쎌바이오텍,200400170171311
40303,17종 혼합유산균 1011,(주)쎌바이오텍,200400170171310
40302,황활력삼,고려인삼과학주식회사,20040015039255
40301,풍성한 비오틴 판토텐산 맥스,바이오디피씨(주),2023000462457
40300,크린케이 플러스(cleanK Plus),원바이오 주식회사,2022000481842
40299,크린케이 (CleanK),원바이오 주식회사,2022000481843
40298,청심환,(주)경주생약 제2공장,2023000783525
40297,정기안 헬씨리버(전량수출용),바이오디피씨(주),2023000462456
40296,라이프닝 밸런스 바이옴(Lifening Balance Biome),(주)비피도,20040015070475
40295,밀크씨슬은 간에 좋은 헤파씨슬,(주)팜투팜2공장,20180003915145
40294,(전량수출용)일동 천년비책,이앤에스(주),2022002000288
40293,홍삼농축액 리미티드,금산인삼농협,20050020007105
40292,혈당 마스터,풀무원건강생활(주),20040020001431
40291,풋사과 윤潤 스킨업,(주)한국씨엔에스팜,200400200073268
40290,"지방,탄수화물,단백질대사는 에스핏다이어트 앤 유산균",(주)팜투팜2공장,20180003915146
40289,이지슬림 다이어트 젤리 애사비맛,대동고려삼(주),20040020031551
40288,이온스칼맥D골드,(주)아오스,20140020012205
40287,애터미 청소년 멀티팩,콜마비앤에이치(주)음성공장,200600200033126
40286,소우코우 이소비텍신 다이어트 JP,(주)서흥,200400200062037
40285,비타민B컴플렉스 에너지 영양제,(주)팜투팜2공장,20180003915147
40284,마더네스트 초임계 슈퍼 오메가-3,코스맥스바이오(주),200400200023823
40283,EO Mega(전량수출용),코스맥스엔비티(주),200700170352875
40282,리쥬30에스(Reju 30s),원바이오 주식회사,2022000481841
40281,GlowingPro Liquid Lutein,코스맥스엔비티(주),200700170352874
40280,유거스(Youguth)레이디챠밍 업(UP) (전량 수출용),(주)종근당바이오,20160006007123
40279,우리아이 생유산균 비타민D아연,동서바이오팜(주) 안성공장,20220011370220
40278,에너씨슬 플래티넘 메가,(주)알피바이오,200400170061792
40277,심플슬립 아쉬아간다,코스맥스엔비티(주),200700170352873
40276,Bios Life Slim 60(전량수출용),유니시티글로벌매뉴팩쳐링(유),2015000612733
40275,딥트3일 스트롱플러스,우리바이오(주),20190009483674
40274,다이어트 워터,"주식회사 에프디팜(FD Farm Co.,Ltd)",2022001451611
40273,뉴로랩스 초임계 식물성 알티지(rTG) 오메가3,(주)비오팜,200400170211770
40272,하루틴 포스파티딜세린 징코 기억력 인지력 알파α,(주)유유헬스케어,200400151071200
40271,간건강리베라템,(주)웰레스트,20230029284139
40270,밸런스 프로바이오틱스 유산균,(주)허브큐어,20040015162525
40269,푸응 스타트버닝,콜마비앤에이치(주)음성공장,200600200033125
40268,코티프로,주식회사 노바렉스,200400200083126
40267,컨디션 프로맘(수출용),콜마비앤에이치(주)음성공장,200600200033124
40266,올인원 라인부스터,(주)서흥헬스케어,20130020024450
40265,어골칼슘 & 마그네슘 K2 플러스,주식회사 노바렉스,200400200083124
40264,쁘띠앤드,주식회사 노바렉스,200400200083125
40263,보라지 오일,(주)서흥헬스케어 2공장,2018001205676
40262,밀크씨슬 혈당 혈압 콜레스테롤 혈행 올인원 솔루션,주식회사 코스팜,20172880236362
40261,면역&비타민C 1000,엠에스바이오텍(주),200400200201408
40260,레드비타킹,광동헬스바이오(주) 2공장,200400200141949
40259,닥터제이 프로바이오틱스,(주)메디오젠 충주공장,20180012174474
40258,간에는 역시 리베라템Q,(주)웰레스트,20230029284140
40257,프리미엄 MSM,(주)신비바이오,2023000229660
40256,링프로 수분밸런스 전해질 칼륨 복숭아맛,(주)한미양행 선유공장,2022001022283
40255,루테인지아잔틴 알티지오메가3 GR,주식회사한미양행,200400150832211
40254,루테인지아잔틴 에이엑스 GR,주식회사한미양행,200400150832212
40253,더빌더 케이(K),주식회사 프롬바이오 익산공장,2019001407164
40252,프로게이너 V3 프리미엄 곡물맛,(주)프로게이너,2018000312538
40251,튼튼닷컴 HCA 가르시니아 다이어트,(주)비오팜,200400170211769
40250,라디메리 헬씨랩 칼마디 K+,코스맥스엔비티(주),200700170352872
40249,엠에스엠 플래티넘,주식회사 힐링,2014001700919
40248,그리밀 가르시니아,주식회사 뉴밀,202400247572
40247,혈당엔 바나바 유산균,주식회사한미양행,200400150832213
40246,레나로 케이(K),주식회사 프롬바이오 익산공장,2019001407163
40245,세나트 케이(K),주식회사 프롬바이오 익산공장,2019001407162
40244,화인맥스케어,주식회사한미양행,200400150832214
40243,올인원 이뮨 멀티팩 종합비타민,(주)한풍네이처팜,201200190071076
40242,갱년기올케어 석류,(주)웰레스트,20230029284135
40241,순수 비타민 K2+D3,(주)웰레스트,20230029284136
40240,데일리베이스 칼슘·마그네슘·비타민D+K2,주식회사 노바렉스,200400200083123
40239,두뇌 인지력 PS 포스파티딜세린,(주)웰레스트,20230029284138
40238,두뇌엔 PS 포스파티딜세린,(주)웰레스트,20230029284134
40237,맑은365 면역보감 로얄 프리미엄 진 眞,농업회사법인 주식회사 에프앤비바이오,2019001626153
40236,모로실 다이어트 & 혈당 관리를 모아담다,광동헬스바이오(주) 2공장,200400200141947
40235,미나홈트 날씬한포 RED+,광동헬스바이오(주) 2공장,200400200141965
40234,바이넬,콜마비앤에이치(주)음성공장,200600200033122
40233,베네큐어 비오맥스,주식회사 상상바이오,20200016052269
40232,비타민D 5000IU 미니,주식회사 노바렉스2공장,200600200081216
40231,시너핏 스트레스&피로,(주)한국인삼공사,20040020013443
40230,유한m리얼 소연골 콘드로이친 뮤코다당단백1500,주식회사 네추럴웨이,20040015104317
40229,식후혈당 & 배변활동 맛있는 식이섬유 젤리,주식회사 노바렉스,200400200083122
40228,신의선물 흑삼 진액 플러스(전량수출용),코스맥스바이오(주),200400200023822
40227,안심 비타민C,(주)웰레스트,20230029284137
40226,애터미 스포츠 멀티팩,콜마비앤에이치(주)음성공장,200600200033123
40225,올인원 데일리 멀티팩,광동헬스바이오(주) 2공장,200400200141946
40224,정직한 알티지 오메가3,(주)한국씨엔에스팜,200400200073266
40223,퓨어팅 프리미엄 리포퍼 철분,(주)한국씨엔에스팜,200400200073267
40222,홍삼정 진심(眞心),대동고려삼(주),20040020031550
40221,그린식물성오메가3,(주)한국씨엔에스팜,200400200073265
40220,rTG 오메가3 1000,주식회사 노바렉스2공장,200600200081217
40219,아이키커 하이,(주)한국인삼공사,20150002152118
40218,관절 연골엔 Ddocare 본리턴 (전량수출용),(주)신비바이오,2023000229659
40217,간에좋은 밀크씨슬 실리마린 11중 기능성,바이오디피씨(주),2023000462455
40216,프로판틴,우리바이오(주),20190009483673
40215,우아닥터 멀티비타민젤리,(주)에스디푸드,2018000723481
40214,강녕 6년근 고려홍삼정 우먼,(주)믿음의나무 농업회사법인,2014002000230
40213,덴프락(DENPLAC)3종 혼합유산균분말,척척바이오랩(주),202400175752
40212,이뮨베라 키즈 딸기맛,(주)알피바이오,200400170061791
40211,비나이다 혈당케어 바나바잎,우리바이오(주),20190009483672
40210,리포좀 멀티비타민 골드,우리바이오(주),20190009483671
40209,메이크온 가볍게 마시는 히알루론산,콜마비앤에이치(주)음성공장,200600200033121
40208,Seonbiotics Slim 40B <전량수출용>,일동바이오사이언스(주),20140017002585
40207,셀로키즈 비타쥬라젤리,(주)서흥 오송2공장,20172880295111
40206,웅진 오직 뼈건강,대원헬스케어 주식회사 2공장,20172880193302
40205,초임계알티지(rTG)오메가3,(주)한국씨엔에스팜,200400200073264
40204,"트루락 생 프리바이오틱스 프락토올리고당, 아연, 셀렌",주식회사 휴럼,2004002002556
40203,한국호간전당 Plus (전량수출용),주식회사 노바렉스,200400200083121
40202,락토코커스 락티스 LCL-10®,(주)바이텍 익산지점,2019001431751
40201,황제흑삼LUCKY,주식회사 동진제약,2004002006098
40200,피부건강 먹는 레티놀A 비타민C,주식회사 코스팜,20172880236358
40199,DMD 콘드로이친 뮤코다당단백 1200,(주)한국씨엔에스팜,200400200073262
40198,휴럼 리포좀 비타민C,콜마비앤에이치(주)세종3공장,20240028080141
40197,황제진액골드,엔에이치바이오,2021001868121
40196,홍삼농축액분말45,(주)비티진,20040020030134
40195,헬시아민 두뇌·인지력엔 포스파티딜세린 PS,한국바이오팜(주),20220021067114
40194,헛개동충하초,농업회사법인(주)옻가네,2023002889411
40193,올인원 멀티팩 이뮨 플러스,(주)한국씨엔에스팜,200400200073263
40192,비피도 복합물 B300,(주)메디오젠,20040020029789
40191,버닝업나이트프로,주식회사 노바렉스2공장,200600200081215
40190,멀티비타민미네랄 데일리,주식회사 노바렉스,200400200083120
40189,맘스그린 프리미엄 칼마디,주식회사 상상바이오,20200016052268
40188,리모시락토바실러스루테리MG505,(주)메디오젠,20040020029788
40187,락티플란티바실러스 플란타럼(Lactiplantibacillus plantarum)HAC01,(주)메디오젠 충주원료공장,2024002809510
40186,나노 커큐민 프리미엄 365,엔에이치바이오,2021001868120
40185,간보지마,주식회사 뉴트리플래닛,2019001602463
40184,365 홍삼발효동충하초,엔에이치바이오,2021001868119
40183,철분 엽산 비타민D,(주)케이지앤에프,20040016020305
40182,19종 유산균 복합체,(주)메디오젠,20040020029787
40181,Bios Life C 60(전량수출용),유니시티글로벌매뉴팩쳐링(유),2015000612731
40180,Bios Life E Sour Apple(전량수출용),유니시티글로벌매뉴팩쳐링(유),2015000612732
40179,루테인이지츄,(주)알피바이오,200400170061790
40178,엠티솔루션 쾌변젤리,(주)알피바이오,200400170061789
40177,락티플란티바실러스 플란타럼(Lactiplantibacillus plantarum) HAC01 프로바이오틱스,주식회사 락토메이슨,20100016005425
40176,온가족 유산균 비피더스 프리미엄,(주)비피도,20040015070474
40175,하루틴 유산균 스틱 알파 α,주식회사 락토메이슨,20100016005426
40174,락토바실러스 헬베티쿠스 VI-16,(주)바이텍 익산지점,2019001431750
40173,포스파티딜세린 징코 브레인,(주)한풍네이처팜,201200190071075
40172,스위치온칼마디K2,(주)유유헬스케어,200400151071240
40171,모더바이옴 비오틴 프로바이오틱스 100,주식회사 락토메이슨,20100016005424
40170,올인원 데일리 멀티비타민 트리플팩,(주)케이지앤에프,20040016020304
40169,닥터린 비타민D 1000IU,(주)웰레스트,20230029284133
40168,안심 칼슘마그네슘디K₂,(주)웰레스트,20230029284130
40167,GunSei 간건강 리버케어,주식회사 노바렉스,200400200083116
40166,High Potency Vitamin B-6 100 mg (하이포텐시비타민B-6 100mg) (전량수출용),주식회사 노바렉스,200400200083119
40165,고려원 당당력 프리미엄,(주)코지맘바이오,2023002876637
40164,금단미인 혈당·다이어트,주식회사 뉴트리플래닛,2019001602461
40163,눈 건강 아스타잔틴 12mg,주식회사 노바렉스2공장,200600200081213
40162,더블 액션 다이어트 부스터,주식회사 노바렉스2공장,200600200081214
40161,리피어라플러스,주식회사 노바렉스,200400200083115
40160,아르테폴리스 라이트,광동헬스바이오(주) 2공장,200400200141964
40159,아연셀렌 플러스,(주)웰레스트,20230029284131
40158,안심 비타민D3 1000IU,(주)웰레스트,20230029284132
40157,액티브솔루션남성건강,주식회사 노바렉스,200400200083117
40156,삼진 천마 프리미엄 365,농업회사법인(주)케이앤바이오,202000060459
40155,전립쌩 초임계 쏘팔메토 아연,주식회사 코스팜,20172880236363
40154,혈당앤 쾌변 비움 밸런스 파인애플맛,주식회사 네추럴웨이 포천 제2공장,20190004553350
40153,혈당앤 쾌변 비움 밸런스 사과맛,주식회사 네추럴웨이 포천 제2공장,20190004553349
40152,혈당앤 쾌변 비움 밸런스 매실맛,주식회사 네추럴웨이 포천 제2공장,20190004553348
40151,키앤조이,(주)서흥헬스케어,20130020024448
40150,키즈텐칼슘업,코스맥스바이오(주),200400200023821
40149,튼튼백서 키앤조이,(주)서흥헬스케어,20130020024449
40148,항산화 비타민C 맥스 3000,주식회사 뉴트리플래닛,2019001602462
40147,헬퓨액상철분제,주식회사 노바렉스,200400200083118
40146,Premix Probiotics IBSD(전량수출용),(주)비피도,20040015070473
40145,슬림하이,주식회사한미양행,200400150832208
40144,헬퓨 비건 비타민D3 2000IU,주식회사 노바렉스2공장,200600200081212
40143,혈당슬림 애사비맛,주식회사 네추럴웨이 포천 제2공장,20190004553347
40142,건기남의 비타민C 1000,주식회사 청안오가닉스,202400047465
40141,맘편한 키즈푸푸 쾌변젤리,(주)한미양행 선유공장,2022001022282
40140,6년근 홍삼정 진액스틱,대원헬스케어 주식회사 2공장,20172880193301
40139,고려홍삼정프리미엄캡슐(수출용),(주)유니쎌팜,20040020028796
40138,눈 건강엔 루테인 비타민A,주식회사 노바렉스2공장,200600200081209
40137,리얼영양,주식회사 아리너스,20110020099328
40136,삼대오백 알티지 오메가3,주식회사 노바렉스2공장,200600200081210
40135,프로바이오틱-8 100억(Probiotic-8 10 Billion),주식회사 노바렉스,200400200083113
